evaluations raw_y x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31
1 -335.5151802731 0.307179 -0.769986 0.900566 -0.035617 0.744949 -0.575335 -0.918581 -0.205611 -0.533736 0.683481 -0.585835 0.484939 -0.215692 -0.635487 0.487079 -0.860836 0.770674 0.905289 0.862287 -0.169138 -0.942037 0.964055 -0.320725 0.413374 -0.276246 -0.929788 0.710117 0.314507 0.531366 0.108174 0.770186 0.808395
2 -164.7378318963 0.268864 -0.852280 1.000000 -0.042545 0.753270 -0.608027 -0.923160 -0.236057 -0.341435 0.675616 -0.644042 0.323141 -0.128966 -0.739531 0.552121 -0.590871 0.850877 0.795597 0.844481 -0.211425 -0.975077 0.852939 -0.394925 0.670850 -0.168925 -1.000000 0.645399 0.422731 0.549033 0.024642 0.600686 0.921737
8 -119.5405651742 0.331468 -0.823121 0.945518 -0.057943 0.626738 -0.627376 -0.806616 -0.182921 -0.392995 0.671639 -0.557612 0.293437 -0.170494 -0.707654 0.519508 -0.637553 0.760951 0.683332 0.784372 -0.142732 -1.000000 0.792512 -0.359748 0.775037 -0.086314 -1.000000 0.554678 0.319756 0.606890 0.002478 0.622073 0.835766
23 -96.6755571209 0.241627 -0.750652 0.806959 -0.047620 0.757050 -0.670826 -0.912798 -0.119354 -0.299281 0.647069 -0.602568 0.207713 -0.176748 -0.709045 0.424112 -0.567410 0.533704 0.464810 0.714186 -0.270769 -0.932301 0.793981 -0.327489 0.888067 -0.264409 -1.000000 0.683983 0.346282 0.743439 -0.025089 0.591261 0.722180
25 -10.2452060723 0.244673 -0.722196 0.808078 -0.220680 0.676517 -0.663024 -0.898877 -0.089604 -0.271096 0.535160 -0.448347 0.213810 -0.311351 -0.755892 0.474642 -0.540254 0.529078 0.313351 0.566958 -0.298172 -0.952287 0.893459 -0.446562 1.000000 -0.417018 -1.000000 0.654227 0.200616 0.716774 0.053230 0.545236 0.721939
90 3.8121705857 0.249827 -0.770100 0.937769 0.044400 0.920131 -0.559888 -0.708104 0.012800 -0.203769 0.640554 -0.639216 0.448493 -0.237825 -0.608346 0.233095 -0.478493 0.413448 0.448853 0.448134 -0.283413 -1.000000 0.884984 -0.299936 0.846706 -0.332825 -1.000000 0.658344 0.164975 0.609083 -0.141209 0.584564 0.727454
132 3.8993350038 0.147637 -0.484960 0.995156 0.039194 0.966782 -0.603503 -0.521633 -0.030933 -0.075237 0.631850 -0.709619 0.552077 -0.119982 -0.481644 0.205792 -0.585848 0.453657 0.525986 0.372635 -0.237523 -0.947788 0.928616 -0.242025 0.847727 -0.408336 -1.000000 0.559486 0.273864 0.743167 0.024878 0.491493 0.694426
142 9.8875246685 0.187672 -0.508419 0.972309 0.065981 0.904210 -0.611147 -0.442637 -0.030230 0.032452 0.693703 -0.612004 0.570693 -0.071696 -0.629404 0.188620 -0.668941 0.457443 0.503939 0.346487 -0.410348 -0.788138 0.864613 -0.240201 0.875086 -0.553297 -1.000000 0.528921 0.318481 0.733891 0.138588 0.499035 0.686184
344 17.6358114160 0.222168 -0.625436 1.000000 0.093978 0.848027 -0.589334 -0.439397 -0.005672 0.195220 0.596564 -0.625993 0.624171 -0.163385 -0.633993 0.164874 -0.629817 0.477092 0.364601 0.410158 -0.428627 -0.847051 1.000000 -0.248290 0.904306 -0.520718 -0.961792 0.345217 0.311135 0.736168 0.138514 0.350241 0.733968
426 18.1074456267 0.195194 -0.593518 1.000000 0.070383 0.914010 -0.589489 -0.354637 -0.094031 0.257356 0.654921 -0.599254 0.636831 -0.177726 -0.572803 0.085598 -0.519622 0.464757 0.362663 0.339539 -0.347096 -0.782479 0.982561 -0.288752 1.000000 -0.483926 -0.828481 0.352922 0.280628 0.659010 0.163219 0.293174 0.719587
