evaluations raw_y x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31
1 -170.1333098032 0.295382 0.993827 0.037607 0.316225 0.198127 0.506135 -0.727506 -0.991766 -0.700982 0.396878 0.186705 0.799831 -0.111085 -0.366430 0.846164 -0.068276 0.596729 -0.601683 0.629038 -0.713051 0.366970 -0.886768 0.567351 0.473134 0.540889 -0.626649 -0.900049 0.779962 -0.652654 0.546359 -0.433121 0.311934
16 -143.3182119359 0.456238 0.785700 -0.367246 -0.382345 -0.087769 -0.131766 0.151377 0.274646 0.982614 0.343300 0.321222 -0.422676 -0.167666 -0.448088 0.698913 0.829340 -0.705296 0.587830 0.371461 0.100243 -0.707673 0.742980 -0.451531 0.609950 -0.566677 -0.784766 0.900599 -0.855140 0.778559 0.365886 -0.560122 -0.319186
29 -137.8282439996 0.851208 0.335918 0.660516 0.075466 0.969392 0.052154 0.735597 0.557290 0.589370 0.036405 0.834043 0.213937 -0.545828 -0.569853 0.867054 0.848369 0.550008 -0.702908 -0.992666 0.045940 -0.517618 0.915590 0.080798 -0.866852 0.089736 0.650071 -0.681417 -0.120554 -0.660766 0.242805 -0.841682 0.992418
32 -103.9024934006 -0.660920 -0.619225 -0.113674 0.172676 -0.535096 0.639057 -0.419935 -0.185409 -0.212570 0.444947 -0.450060 -0.687641 0.768205 0.641308 0.928230 -0.051511 0.171186 -0.303933 0.995769 0.717112 0.116177 0.055481 -0.377948 0.988934 0.844405 -0.055429 -0.935385 -0.208498 0.247003 -0.554936 0.355281 -0.778316
46 -96.5653431023 -0.560103 -0.266700 0.002159 0.599467 0.702230 0.486166 -0.979314 0.293049 0.602209 0.977149 0.976257 -0.599974 0.421694 0.595521 0.875700 0.519416 -0.986459 0.273537 0.973659 -0.382710 -0.765999 0.866935 0.127820 -0.472265 0.696205 -0.677443 -0.650736 0.412788 -0.386905 0.548071 0.849810 -0.847137
54 37.6029018038 -0.258244 0.329077 0.966184 -0.455027 0.239834 -0.948413 -0.199984 -0.188860 -0.354187 -0.995291 -0.176082 -0.941108 -0.472619 0.872965 0.963900 -0.829916 0.808756 -0.827357 -0.260857 0.095417 -0.564360 0.897950 -0.994943 0.313917 0.177937 -0.923794 -0.118970 0.680106 0.185538 0.445399 0.886092 -0.385830
427 48.8895970219 0.254556 0.588180 0.117405 -0.976498 0.875166 -0.244076 -0.227327 -0.680160 0.912233 -0.319324 0.352559 -0.882454 0.385478 0.160227 -0.532280 0.432095 0.764758 -0.212795 -0.340188 -0.183989 -0.834585 -0.457422 0.021027 0.236933 0.356437 0.142988 -0.273948 0.138323 0.807104 -0.511003 -0.432443 -0.146223
532 52.1659666853 0.092000 -0.240576 0.477116 0.381136 0.999555 -0.291489 -0.324592 0.490170 -0.893282 0.644093 -0.528536 0.287140 -0.232373 0.101822 0.128477 0.214617 0.875038 0.309106 -0.931036 0.048629 -0.781802 0.854211 -0.099848 -0.003283 0.563700 -0.459580 -0.683781 0.983859 -0.768684 -0.303098 0.215019 -0.274726
578 69.4312842568 -0.599674 0.208006 -0.587587 -0.652884 -0.998049 0.123843 -0.158793 0.011801 -0.523475 0.304075 -0.557500 -0.728719 -0.459768 0.394959 -0.943585 -0.422888 -0.896821 -0.309952 -0.041357 0.850654 0.058572 -0.564998 -0.185326 -0.010993 0.250654 -0.666827 0.239162 0.889662 0.254261 -0.651462 0.118955 0.630795
911 161.1476851518 -0.508394 0.116324 -0.668317 0.068992 0.965476 0.005834 -0.546313 -0.828926 -0.754741 0.216102 -0.044137 -0.638480 0.738729 0.562155 -0.518245 0.862265 0.173987 -0.378759 0.391411 0.488436 -0.758856 -0.507885 -0.309295 -0.452214 0.825142 -0.744100 0.179922 0.640156 0.010009 -0.558330 -0.211279 0.071821
3675 166.2190242066 0.544087 0.284576 0.512425 0.022339 0.894510 -0.399374 -0.804704 -0.926526 -0.138524 -0.173520 -0.353924 0.042687 0.574657 0.211441 -0.768766 0.035358 0.461843 -0.443312 -0.754327 0.091186 -0.442521 0.065548 0.573408 -0.333520 0.657569 0.528383 0.940717 0.977676 0.334116 0.005002 0.224025 0.138638
4157 181.6099155286 -0.165892 0.453310 0.529002 0.502083 0.928982 0.548405 -0.633685 0.301323 0.136286 0.022020 -0.847055 -0.643464 0.768034 0.959165 -0.629581 0.415522 -0.655400 0.953465 0.168082 0.989492 -0.643777 -0.744721 0.030570 0.919303 0.329900 -0.110785 0.265888 -0.559453 0.864367 0.642281 -0.751627 0.369343
5334 212.8630354080 0.840556 -0.731612 -0.113801 -0.222585 -0.268825 0.453152 -0.413222 0.654266 0.959840 0.647534 -0.715739 -0.904182 0.704918 0.655500 -0.968417 0.466671 -0.618463 -0.968970 -0.055950 -0.194069 -0.352480 -0.339198 -0.285870 0.506745 -0.430626 0.699593 0.293688 0.840535 0.795488 0.956370 0.476569 -0.666686
7444 219.0131105651 0.677090 -0.606307 0.903916 0.342412 0.090182 0.132171 -0.300578 -0.124831 -0.137055 0.147393 0.083340 -0.350588 -0.702887 0.684906 -0.974780 0.510861 0.042147 0.329487 -0.465650 0.494400 -0.331229 0.372811 0.109945 0.547088 -0.440006 0.691328 -0.409921 -0.789198 0.856618 -0.045260 0.907958 0.330410
10060 254.1550430072 -0.183982 -0.724812 0.130948 -0.768618 0.979098 -0.370136 0.319474 0.154065 -0.695656 0.286463 -0.431032 0.909080 0.305722 0.092642 -0.714766 0.840478 0.868312 -0.903022 -0.810085 0.982653 -0.286305 0.346622 -0.650975 -0.943460 -0.964175 0.727453 -0.973135 0.022992 0.836231 -0.904306 0.542264 -0.428138
12402 272.4841425123 -0.554134 -0.918896 0.571524 0.416123 0.481469 -0.731496 -0.532073 -0.365296 -0.024056 0.320002 -0.218506 0.789938 -0.315518 -0.302095 -0.985786 -0.908730 -0.625560 -0.472319 -0.835649 0.820794 -0.160082 -0.068653 0.991831 0.324214 -0.291109 0.363776 -0.336128 0.449768 0.144055 0.886793 0.311717 0.327092
20000 -199.2853659405 -0.907548 0.172166 0.534527 0.125922 0.282142 0.297787 -0.238858 0.585240 0.768921 0.528753 -0.979107 -0.287276 -0.243224 0.235078 -0.022388 -0.069815 -0.233772 -0.396526 0.277631 0.080218 0.500985 -0.344130 -0.357782 0.196425 0.443941 -0.679402 0.362571 -0.915925 0.642173 -0.346278 -0.378089 -0.184751
