evaluations raw_y x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31
1 -169.8320264374 0.494865 -0.921475 -0.214113 0.932180 0.690251 0.691891 -0.956039 0.470561 0.619456 0.006322 -0.010077 0.038719 -0.657273 -0.830918 0.367502 0.335599 0.253318 -0.581016 -0.820786 -0.588483 -0.260424 0.520001 -0.090527 -0.737707 0.968199 -0.826186 -0.242268 0.271110 -0.747893 -0.637244 -0.134501 0.456830
2 -162.9908975178 0.445740 -0.963987 -0.336769 0.905685 0.755875 0.716338 -1.000000 0.311462 0.676030 -0.022833 0.111785 0.102989 -0.492845 -0.746504 0.418997 0.239999 0.322802 -0.543707 -0.730552 -0.553386 -0.255292 0.502141 -0.025807 -0.668572 1.000000 -0.865809 -0.428079 0.164508 -0.688924 -0.608515 -0.270569 0.498367
8 -144.9793003279 0.335533 -1.000000 -0.219583 0.926702 0.858188 0.639106 -1.000000 0.134258 0.519656 0.026090 0.079652 0.087548 -0.615143 -0.767245 0.576618 0.254137 0.261400 -0.458361 -0.795927 -0.488084 -0.355283 0.502146 -0.073540 -0.827586 1.000000 -0.909951 -0.515609 0.163121 -0.600712 -0.507931 -0.234147 0.282234
19 -124.7261931134 0.336944 -1.000000 -0.278804 0.794785 0.776983 0.609485 -0.803125 0.062363 0.619853 0.089283 0.064565 0.108869 -0.702324 -0.738068 0.478930 0.202382 0.349950 -0.477817 -0.777828 -0.426998 -0.267012 0.520142 -0.126853 -0.729191 1.000000 -1.000000 -0.414338 0.102761 -0.576582 -0.298657 -0.127272 0.313954
21 -122.5103266290 0.407891 -0.953034 -0.325667 0.664415 0.782915 0.529478 -0.786065 0.037718 0.558125 0.327373 0.140180 0.126800 -0.892954 -0.849970 0.393601 0.192554 0.393607 -0.468824 -0.712759 -0.474229 -0.257558 0.529643 -0.347798 -0.783979 1.000000 -0.954209 -0.418015 0.008109 -0.636059 -0.309170 0.081500 0.418303
22 -87.9783109598 0.308740 -0.871967 -0.346192 0.561238 0.636925 0.579183 -0.874057 0.027293 0.567119 0.327454 0.143981 0.122866 -0.804348 -0.784881 0.409183 0.271749 0.285054 -0.461118 -0.724214 -0.423344 -0.233969 0.426997 -0.221045 -0.894989 1.000000 -1.000000 -0.315434 0.032254 -0.766364 -0.235140 -0.075154 0.424187
26 -82.5996807576 0.113874 -0.841373 -0.407159 0.491562 0.669832 0.470470 -0.950356 0.031827 0.396653 0.323541 0.094814 0.108460 -0.947285 -0.829846 0.373702 0.225973 0.288194 -0.198539 -0.603293 -0.472215 -0.243671 0.288092 -0.183050 -1.000000 0.986746 -0.991691 -0.427559 0.049943 -0.867874 -0.099826 -0.119975 0.386013
42 -69.3004245704 0.166295 -0.837423 -0.340527 0.517141 0.715448 0.591986 -0.918041 0.018639 0.350543 0.397220 0.197732 0.192523 -1.000000 -0.835063 0.390085 0.273385 0.389362 -0.000962 -0.531216 -0.550754 -0.173450 0.302924 -0.211404 -0.967437 0.868895 -0.992984 -0.369929 0.056502 -0.966603 -0.040938 -0.041408 0.537292
57 -59.4280438479 0.274108 -0.965308 -0.389907 0.463771 0.757587 0.553274 -0.810321 0.094536 0.337533 0.375419 0.274803 0.303028 -1.000000 -0.892805 0.323558 0.269072 0.482683 0.007305 -0.508691 -0.508889 -0.251732 0.304611 -0.181463 -1.000000 0.914783 -0.961275 -0.343465 0.013715 -0.999325 0.004425 -0.085240 0.604581
133 10.5213523395 0.291443 -0.990820 -0.343214 0.483778 0.790725 0.538069 -0.804985 0.033243 0.365717 0.434448 0.313672 0.290602 -1.000000 -0.995333 0.348729 0.275882 0.523295 0.149093 -0.573837 -0.514698 -0.159676 0.281560 -0.226939 -1.000000 0.947614 -0.952611 -0.336182 -0.012090 -0.994970 0.042912 -0.051519 0.608166
272 23.5069872762 0.297296 -1.000000 -0.346344 0.472501 0.784706 0.528229 -0.808989 0.034901 0.349925 0.440996 0.324297 0.289344 -1.000000 -1.000000 0.353333 0.265058 0.512660 0.166681 -0.573912 -0.504151 -0.164746 0.284359 -0.212843 -1.000000 0.945933 -0.964427 -0.331153 -0.009365 -0.994343 0.041118 -0.051319 0.607022
591 62.9130234138 0.297135 -1.000000 -0.346968 0.471607 0.784519 0.528748 -0.809952 0.034550 0.349630 0.441565 0.324375 0.288709 -1.000000 -1.000000 0.351893 0.264212 0.512999 0.167055 -0.574386 -0.504098 -0.163295 0.285749 -0.211737 -1.000000 0.944927 -0.965094 -0.330778 -0.007449 -0.994534 0.040315 -0.051984 0.606114
5824 261.8808797201 0.297135 -1.000000 -0.346968 0.471607 0.784519 0.528748 -0.809952 0.034550 0.349630 0.441565 0.324375 0.288709 -1.000000 -1.000000 0.351893 0.264212 0.512999 0.167055 -0.574386 -0.504098 -0.163295 0.285749 -0.211737 -1.000000 0.944927 -0.965094 -0.330778 -0.007449 -0.994534 0.040315 -0.051984 0.606114
20000 -136.7517526687 0.297135 -1.000000 -0.346968 0.471607 0.784519 0.528748 -0.809952 0.034550 0.349630 0.441565 0.324375 0.288709 -1.000000 -1.000000 0.351893 0.264212 0.512999 0.167055 -0.574386 -0.504098 -0.163295 0.285749 -0.211737 -1.000000 0.944927 -0.965094 -0.330778 -0.007449 -0.994534 0.040315 -0.051984 0.606114
