evaluations raw_y x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31
1 -704.3434214996 -0.946541 0.585593 -0.495270 0.594532 -0.385570 0.124664 0.290608 0.016082 -0.201742 -0.480332 0.087069 -0.208842 0.595154 -0.229272 0.302077 -0.550916 -0.026675 -0.657993 -0.192770 0.304198 0.735077 -0.450206 0.675587 -0.829729 -0.701274 0.002370 0.752567 0.533195 0.577175 0.936814 0.482555 0.999201
3 -476.8168835391 -0.946541 0.585593 -0.495270 0.594532 -0.385570 0.124664 0.290608 0.016082 -0.201742 -0.480332 0.087069 -0.208842 0.595154 -0.229272 0.302077 -0.550916 -0.026675 -0.657993 -0.192770 0.304198 0.735077 -0.450206 0.675587 -0.829729 -0.701274 0.002370 0.752567 0.533195 0.577175 0.936814 0.482555 0.999201
8 -448.0538849878 -1.000000 0.466118 -0.503457 0.595007 -0.281246 0.143132 0.209543 0.013851 -0.045668 -0.523595 0.005966 -0.007538 0.623000 -0.269801 0.358243 -0.565724 0.071364 -0.695516 -0.119462 0.326568 0.842754 -0.169331 0.742478 -0.851905 -0.642624 -0.013837 0.828063 0.496810 0.622939 0.972683 0.280183 1.000000
9 -403.2892321961 -1.000000 0.466118 -0.503457 0.595007 -0.281246 0.143132 0.209543 0.013851 -0.045668 -0.523595 0.005966 -0.007538 0.623000 -0.269801 0.358243 -0.565724 0.071364 -0.695516 -0.119462 0.326568 0.842754 -0.169331 0.742478 -0.851905 -0.642624 -0.013837 0.828063 0.496810 0.622939 0.972683 0.280183 1.000000
19 -326.9954012558 -1.000000 0.487336 -0.380101 0.546101 -0.455762 0.073883 0.395016 0.162332 0.012782 -0.357438 -0.000790 -0.001941 0.660654 -0.318953 0.396420 -0.591116 0.166929 -0.625669 -0.165451 0.363083 0.903491 -0.172010 0.673731 -0.882337 -0.657413 -0.050827 0.721771 0.580411 0.591701 0.945422 0.281621 0.863347
28 -165.6530279821 -0.982705 0.530418 -0.543681 0.483042 -0.341204 0.205204 0.104867 0.082495 0.025211 -0.365568 0.119617 -0.088432 0.628411 -0.411775 0.370224 -0.628922 0.241310 -0.809496 -0.051722 0.348571 0.945849 -0.194727 0.866167 -0.665581 -0.526787 -0.003665 0.819506 0.594464 0.631013 1.000000 0.324645 1.000000
53 -108.1581096078 -0.784677 0.062293 -0.520093 0.775044 -0.338336 0.228575 0.227623 0.439957 -0.087289 -0.653866 0.204674 -0.277200 0.791337 -0.316988 0.034412 -0.430621 0.357150 -0.959210 0.015699 0.374501 0.962797 -0.249787 1.000000 -0.541501 -0.833940 -0.152928 0.600660 0.511075 0.454365 0.971468 0.357734 1.000000
56 -90.0228695262 -0.784677 0.062293 -0.520093 0.775044 -0.338336 0.228575 0.227623 0.439957 -0.087289 -0.653866 0.204674 -0.277200 0.791337 -0.316988 0.034412 -0.430621 0.357150 -0.959210 0.015699 0.374501 0.962797 -0.249787 1.000000 -0.541501 -0.833940 -0.152928 0.600660 0.511075 0.454365 0.971468 0.357734 1.000000
95 -13.0998551788 -0.477334 -0.018769 -0.298852 1.000000 -0.482831 0.372949 0.000873 0.362950 0.151130 -0.644220 0.360026 0.005772 0.740367 -0.385438 0.081027 -0.555082 0.301127 -1.000000 -0.136688 0.661286 0.732110 -0.350294 0.719507 -0.688664 -0.810335 -0.382114 1.000000 0.528787 0.132215 1.000000 0.194037 0.984363
103 3.8376680728 -0.476151 0.124653 -0.313130 0.927607 -0.545205 0.317354 0.080702 0.449788 0.030762 -0.600859 0.295574 0.027638 0.751221 -0.361400 -0.272571 -0.626667 0.207041 -1.000000 -0.198392 0.611052 0.847517 -0.306670 0.728162 -0.591670 -0.811334 -0.461641 0.932249 0.343068 0.261277 1.000000 0.267528 1.000000
193 5.3113132301 -0.313330 -0.163772 -0.377547 1.000000 -0.296837 0.006630 0.232924 -0.000225 0.252082 -0.558814 0.751529 -0.289389 0.864110 -0.291627 0.199891 -0.306483 0.207438 -1.000000 -0.040612 0.611253 0.831184 -0.621679 0.713580 -0.647028 -0.913642 -0.662781 1.000000 0.500873 -0.050640 1.000000 0.115128 0.864353
361 37.6140785107 -0.892752 -0.381890 -0.286027 1.000000 -0.541498 0.530267 0.110649 0.208300 0.090588 -0.472852 0.640531 -0.612306 0.961445 0.044419 0.132499 -0.266111 0.092044 -1.000000 -0.082271 0.575391 0.712573 -0.511901 0.398581 -0.801374 -0.810340 -0.319390 0.983909 0.851068 0.282745 0.566045 0.337929 1.000000
772 58.7190195490 -0.148622 0.158591 -0.230168 1.000000 -0.391714 0.328092 -0.015089 0.309551 0.194933 -0.595946 0.676338 0.026405 0.461972 -0.074887 0.369945 -0.730087 0.295525 -0.910878 -0.171499 0.737684 0.641685 -0.270426 0.731653 -0.518944 -0.824056 -0.334744 0.938041 0.295278 0.156045 0.693395 0.344769 0.992430
1526 279.9891620779 -0.603300 0.339618 -0.053866 0.835826 -0.426023 0.505266 0.150712 0.486305 0.304505 -0.643354 0.318345 -0.167703 1.000000 -0.172167 0.205180 -0.738125 -0.132756 -1.000000 0.014446 0.599008 0.722800 -0.337451 0.709526 -0.391718 -0.754538 -0.081967 0.857564 0.473393 -0.118173 1.000000 0.161812 0.914853
9478 281.8540325448 1.000000 1.000000 1.000000 -1.000000 1.000000 -1.000000 -1.000000 1.000000 -1.000000 1.000000 -1.000000 -1.000000 1.000000 1.000000 -1.000000 1.000000 -1.000000 -1.000000 1.000000 1.000000 -1.000000 1.000000 1.000000 1.000000 1.000000 -1.000000 1.000000 -1.000000 1.000000 -1.000000 -1.000000 1.000000
30251 282.7561571988 -1.000000 -1.000000 -1.000000 1.000000 1.000000 1.000000 -1.000000 1.000000 1.000000 1.000000 -1.000000 -1.000000 1.000000 1.000000 -1.000000 1.000000 1.000000 -1.000000 1.000000 1.000000 -1.000000 1.000000 -1.000000 1.000000 -1.000000 1.000000 -1.000000 1.000000 -1.000000 -1.000000 1.000000 -1.000000
39160 286.3017819501 -1.000000 1.000000 1.000000 1.000000 1.000000 -1.000000 -1.000000 1.000000 1.000000 -1.000000 1.000000 -1.000000 1.000000 1.000000 1.000000 1.000000 -1.000000 1.000000 -1.000000 1.000000 1.000000 1.000000 1.000000 -1.000000 1.000000 -1.000000 -1.000000 -1.000000 1.000000 -1.000000 1.000000 1.000000
83824 289.3618880933 -1.000000 1.000000 -1.000000 -1.000000 -1.000000 1.000000 -1.000000 -1.000000 -1.000000 1.000000 1.000000 1.000000 -1.000000 1.000000 -1.000000 -1.000000 -1.000000 -1.000000 1.000000 1.000000 1.000000 -1.000000 -1.000000 1.000000 -1.000000 -1.000000 -1.000000 1.000000 1.000000 -1.000000 1.000000 1.000000
120011 -785.6310868966 -1.000000 -1.000000 -1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 -1.000000 -1.000000 1.000000 1.000000 1.000000 -1.000000 -1.000000 1.000000 1.000000 1.000000 -1.000000 1.000000 1.000000 -1.000000 -1.000000 -1.000000 1.000000 1.000000 -1.000000 1.000000 -1.000000 -1.000000 -1.000000
