evaluations raw_y x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31
1 -1145.4972572581 0.706088 -0.103011 0.764329 -0.689145 -0.632715 -0.002564 0.163202 -0.659694 -0.223466 0.423149 0.223816 0.237124 0.829955 -0.914123 -0.471645 -0.719420 -0.504590 -0.935696 -0.476688 -0.949547 0.264160 -0.397238 -0.339786 -0.223124 0.609405 -0.659027 -0.343931 0.554935 -0.093689 0.642623 -0.282497 -0.628005
2 -407.8195118875 0.675568 -0.114348 0.774261 -0.621493 -0.562282 -0.008368 0.194107 -0.671929 -0.113227 0.395166 0.237839 0.289258 0.794772 -0.977111 -0.295293 -0.643047 -0.450179 -0.787602 -0.433597 -0.834613 0.306515 -0.413424 -0.399726 -0.073618 0.543840 -0.617318 -0.442443 0.596249 -0.258850 0.654367 -0.338183 -0.453487
7 -374.7206071401 0.751836 -0.117301 0.661546 -0.672429 -0.489556 -0.098449 0.142835 -0.683617 -0.381771 0.392578 0.219997 0.158911 0.816595 -0.979195 -0.452323 -0.372448 -0.543266 -1.000000 -0.501396 -0.950664 0.176771 -0.368035 -0.284278 0.042394 0.379071 -0.681879 -0.453014 0.535790 -0.260775 0.702979 -0.344716 -0.545147
30 -277.0745493238 0.536226 -0.143418 0.697918 -0.688773 -0.523748 -0.054193 0.188025 -0.573423 -0.534666 0.382456 0.186747 0.190136 0.796906 -1.000000 -0.429831 -0.239398 -0.635798 -1.000000 -0.399437 -0.931854 0.183243 -0.322305 -0.393647 0.040666 0.280473 -0.726890 -0.518107 0.539503 -0.269749 0.689994 -0.476208 -0.554354
45 -276.2174711732 0.449840 -0.158848 0.787282 -0.716729 -0.463307 -0.105709 0.357741 -0.644957 -0.489414 0.328709 0.204468 0.250623 0.911016 -0.923093 -0.358929 -0.201989 -0.609021 -0.878643 -0.479283 -1.000000 0.140873 -0.328765 -0.361427 0.052637 0.268941 -0.683999 -0.675790 0.573666 -0.265062 0.705219 -0.491300 -0.554204
98 -273.6827756213 0.427574 -0.092865 0.723320 -0.699336 -0.499041 -0.102929 0.336760 -0.587998 -0.534349 0.389035 0.222520 0.241257 0.902256 -0.838977 -0.458632 -0.178081 -0.581299 -0.896923 -0.492129 -1.000000 0.133980 -0.364610 -0.297248 -0.065917 0.273481 -0.640760 -0.738916 0.555059 -0.318788 0.717871 -0.581909 -0.586802
214 -271.3664278304 0.435545 -0.088605 0.701459 -0.696818 -0.522342 -0.095752 0.338458 -0.604829 -0.530013 0.410931 0.245114 0.262219 0.923916 -0.849636 -0.464613 -0.165011 -0.582069 -0.887550 -0.500546 -0.961739 0.114107 -0.372075 -0.285890 -0.094050 0.274147 -0.654194 -0.785149 0.536469 -0.319395 0.726929 -0.606809 -0.602314
249 -255.4035712559 0.421493 -0.094857 0.704089 -0.692774 -0.538278 -0.106216 0.329809 -0.591565 -0.510046 0.408100 0.252246 0.263887 0.919878 -0.863744 -0.458315 -0.192285 -0.565289 -0.891525 -0.487891 -0.951277 0.108776 -0.341391 -0.306348 -0.094937 0.259900 -0.643711 -0.794216 0.527131 -0.300771 0.746796 -0.605105 -0.607689
391 -245.8940975698 0.421881 -0.094296 0.710569 -0.700272 -0.538103 -0.103059 0.329348 -0.583830 -0.511608 0.402449 0.259192 0.263671 0.919151 -0.863168 -0.458620 -0.187646 -0.563678 -0.888585 -0.484710 -0.946956 0.096693 -0.344782 -0.303402 -0.097371 0.250914 -0.643022 -0.799250 0.538065 -0.295328 0.742475 -0.598206 -0.604976
1066 -242.9240401520 0.421866 -0.094311 0.710555 -0.700290 -0.538103 -0.103079 0.329375 -0.583855 -0.511596 0.402450 0.259182 0.263651 0.919136 -0.863189 -0.458632 -0.187619 -0.563700 -0.888594 -0.484724 -0.946942 0.096665 -0.344782 -0.303399 -0.097355 0.250895 -0.643040 -0.799242 0.538088 -0.295319 0.742479 -0.598210 -0.604955
