evaluations raw_y x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31
1 -439.7263897398 -0.946541 0.585593 -0.495270 0.594532 -0.385570 0.124664 0.290608 0.016082 -0.201742 -0.480332 0.087069 -0.208842 0.595154 -0.229272 0.302077 -0.550916 -0.026675 -0.657993 -0.192770 0.304198 0.735077 -0.450206 0.675587 -0.829729 -0.701274 0.002370 0.752567 0.533195 0.577175 0.936814 0.482555 0.999201
4 -97.7125022255 -0.148747 -0.515336 0.569717 -0.286251 0.904479 -0.195567 -0.476764 0.147412 -0.535398 -0.336880 0.061352 -0.825600 -0.465577 0.050022 0.928583 -0.709106 0.644448 0.110848 -0.395186 -0.110745 0.323689 -0.120854 0.937639 0.937964 0.183655 0.466538 -0.019195 0.472077 0.951021 0.141359 0.552264 -0.711024
47 -85.4428492233 1.000000 -0.215105 -0.451927 -0.239699 0.443101 -1.000000 -1.000000 -0.978989 0.639879 0.349941 1.000000 0.814736 -0.161778 0.295283 -0.813493 0.262645 -0.211583 -0.072805 0.525864 0.274916 1.000000 -0.081081 -0.457075 -0.777330 -0.006144 -1.000000 -0.146461 -0.046984 1.000000 0.962806 0.589556 -0.693417
150 -69.7898172558 -0.600233 -1.000000 0.012969 -0.948394 0.901558 -0.745321 0.094611 0.390351 1.000000 0.910403 0.939343 0.577541 -0.692217 0.804838 -1.000000 1.000000 -0.830516 0.377591 0.604915 -1.000000 0.032709 -0.634387 -0.746457 -0.550976 -0.219943 1.000000 -1.000000 -0.881622 0.437959 -0.256259 -1.000000 0.754032
159 -59.2275434672 1.000000 -0.582976 -0.789350 0.172679 0.013590 -1.000000 -1.000000 -1.000000 0.176432 -0.279225 1.000000 -0.911064 -0.374698 1.000000 -1.000000 -0.547327 -1.000000 1.000000 -0.636204 0.583588 1.000000 -0.848931 -0.565660 -1.000000 -0.719899 1.000000 0.154484 0.524506 1.000000 1.000000 0.700898 -0.747894
181 -41.7674035057 -0.852189 0.609286 0.915147 0.266212 0.540987 -0.379534 -1.000000 -0.536348 -0.798120 0.462537 0.256554 0.156394 -0.481039 0.907977 0.418911 0.371132 -1.000000 -0.072627 0.206713 -0.218315 0.780078 1.000000 -0.012294 0.258197 0.646642 1.000000 0.114799 0.930472 0.766974 -0.455845 0.337343 0.170359
236 -7.2454505867 -0.121600 -0.604671 -0.012952 0.789404 1.000000 0.673354 -1.000000 -0.217381 0.063848 0.257097 -0.895131 -0.396858 1.000000 0.809931 -0.120041 0.446621 1.000000 0.804925 -0.400647 0.377945 -1.000000 -0.491121 1.000000 0.183995 0.119769 0.390180 -1.000000 0.381440 0.761968 1.000000 0.849688 1.000000
309 38.6371318831 1.000000 -0.564666 -0.297833 0.172679 1.000000 -1.000000 -1.000000 -1.000000 0.176432 -0.279225 1.000000 -0.911064 -0.374698 1.000000 -0.086655 0.357121 -1.000000 0.803048 -0.636204 0.583588 1.000000 0.144344 -1.000000 -1.000000 -0.719899 1.000000 0.759810 0.389203 0.555999 1.000000 0.700898 -0.747894
461 52.7345376446 0.416928 -0.440471 1.000000 -1.000000 0.675855 1.000000 -1.000000 0.432669 -0.705490 0.078933 -0.656337 -0.967607 0.663752 0.521794 -1.000000 0.470334 1.000000 0.495951 -0.858481 0.506872 -1.000000 -0.877563 -0.708839 -0.574213 -0.307019 0.639898 0.243428 0.503217 1.000000 0.658206 0.511516 0.641249
888 62.7577455449 -1.000000 -0.818364 0.370664 -0.957391 1.000000 -1.000000 -0.799369 1.000000 0.617771 1.000000 -1.000000 0.384009 0.195783 0.361341 -1.000000 1.000000 1.000000 0.826549 0.569768 -0.211564 -0.600000 0.988302 0.540666 -0.292901 1.000000 -1.000000 -1.000000 -0.645896 -0.031833 -0.533658 1.000000 1.000000
1181 62.8292497783 0.710251 -0.391044 1.000000 -1.000000 0.913761 1.000000 -0.745252 0.432669 -0.570746 0.344597 -0.520186 -0.572071 0.133952 0.567873 -1.000000 0.322367 1.000000 0.463392 -0.721100 0.511761 -0.335446 -0.689235 -1.000000 -0.574213 -0.307019 0.211547 0.506780 0.188049 0.916137 0.476518 0.174055 0.978757
1385 273.5212207555 1.000000 -0.423057 1.000000 -1.000000 1.000000 1.000000 -0.258899 -1.000000 0.059779 1.000000 -0.132796 0.221271 -0.082644 0.906556 -1.000000 0.909870 0.293265 0.920853 -0.850269 0.565851 0.376107 -0.297486 -1.000000 -1.000000 1.000000 -0.405695 0.832604 -0.783084 0.309819 0.509300 -0.096363 1.000000
2511 289.2461676568 0.068265 -1.000000 1.000000 -1.000000 1.000000 1.000000 -0.957342 -0.452855 0.689074 1.000000 -1.000000 -1.000000 -0.898887 1.000000 -1.000000 1.000000 0.702649 1.000000 1.000000 0.652438 -0.329668 -0.829357 -0.754354 -1.000000 -0.526906 -1.000000 0.389965 -1.000000 -0.230764 1.000000 -0.755153 0.256725
3584 296.4682794819 1.000000 0.353923 0.538427 -1.000000 1.000000 -1.000000 -1.000000 -0.759827 1.000000 0.753555 1.000000 -1.000000 1.000000 0.244368 -0.269324 0.630593 -1.000000 1.000000 -1.000000 -0.889402 -1.000000 -1.000000 1.000000 -0.081077 1.000000 -0.663883 -0.483991 -1.000000 -0.396484 1.000000 1.000000 0.063421
16734 297.9964564383 0.559212 -0.381769 1.000000 -1.000000 0.913375 0.992556 -1.000000 0.625860 -0.616442 1.000000 -1.000000 -1.000000 0.428206 0.567873 -1.000000 0.470334 -0.920948 0.655169 -0.672405 1.000000 -1.000000 0.963438 -0.995895 -0.568462 -0.109061 0.532756 0.549611 0.474763 -0.115994 0.718144 0.480795 -0.238144
19657 302.6683511561 -0.222132 -1.000000 1.000000 -1.000000 0.998322 -1.000000 -1.000000 1.000000 0.439146 -0.307181 -1.000000 -0.243163 0.515471 0.997958 -0.625894 1.000000 -1.000000 -0.571648 -0.375352 -0.484275 -1.000000 1.000000 -1.000000 0.102020 0.340557 -0.964235 -1.000000 0.351889 0.049827 0.234547 1.000000 -0.724002
