evaluations raw_y x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31
1 -789.8506530261 -0.726393 0.961405 -0.352651 -0.616831 -0.957985 0.738251 -0.229442 -0.301669 -0.401448 -0.176988 0.035310 -0.248273 0.731235 -0.751996 -0.520240 0.141734 0.190872 0.423504 0.517459 0.477292 -0.645496 -0.356895 -0.798014 -0.273988 -0.060309 0.722704 0.059648 -0.822663 -0.145044 0.934283 -0.382613 -0.346840
2 -768.3987171187 -0.746070 -0.414840 0.286901 0.345101 0.270742 0.974401 0.372597 0.258112 0.364092 -0.666525 -0.683073 0.372326 0.836413 -0.220590 -0.104618 0.158763 -0.303140 -0.782504 -0.857413 0.021910 -0.565599 0.680123 0.195456 -0.631457 -0.823945 0.484067 0.152761 0.595117 -0.337752 0.569354 0.145258 -0.685743
3 -345.0071476299 0.420263 -0.876996 -0.096938 -0.668814 -0.339844 -0.033013 -0.414298 0.903620 -0.640389 0.051267 0.366791 0.990731 0.535147 0.555005 0.414025 0.647199 -0.511589 -0.850580 -0.353644 0.292710 0.744075 -0.735811 0.689843 0.619350 0.996997 -0.588442 0.999662 0.315417 -0.719146 0.404427 0.049530 -0.620954
5 -162.1936926563 0.177036 -0.734655 0.168513 -0.045377 0.834370 -0.569602 -0.984518 -0.320955 0.029295 0.154013 -0.700067 -0.321631 0.010984 -0.874852 -0.565814 0.740895 -0.462879 0.918585 0.753285 -0.557382 -0.817059 0.999660 -0.985677 -0.490891 0.746960 -0.589164 -0.474799 0.687301 0.623737 0.907419 -0.886870 -0.896017
11 -27.6516580277 0.751391 0.849891 -0.476607 0.771782 0.981305 0.030295 -0.550095 0.112654 -0.017091 0.756154 0.394687 0.266712 -0.402801 0.779198 0.181555 -0.928470 0.932435 0.037893 0.784317 -0.502554 -0.282945 0.347007 0.236756 0.241624 -0.098927 0.008187 -0.655061 -0.474644 0.173155 0.722390 -0.611477 0.615253
220 -15.1097526812 0.633726 -0.541762 0.273016 0.310777 0.515863 0.023268 0.353829 -0.604180 0.863621 0.873066 0.459442 0.086832 0.293400 -0.874537 -0.816194 0.360517 -0.369180 0.705053 -0.739432 0.360585 -0.594523 -0.628040 0.241467 0.243003 0.199005 -0.812800 0.751581 -0.799343 -0.831917 -0.136056 -0.029126 0.138733
273 -10.7950104609 0.941109 -0.612653 0.748649 -0.135110 0.937130 -0.344870 0.357206 0.455635 -0.099579 0.705818 -0.345686 -0.915313 -0.514912 0.230753 -0.744300 0.170620 0.452111 -0.958551 -0.073104 -0.591183 -0.016543 0.629495 -0.913929 0.340340 -0.095635 0.246863 0.312100 -0.695887 0.122671 -0.351381 0.977062 0.162487
377 -7.2078363008 0.997489 0.251480 0.301692 -0.228947 -0.212140 -0.591779 -0.556220 -0.805205 0.921797 -0.453251 -0.056131 0.158590 0.470212 0.844509 -0.380545 0.744835 0.304525 0.533573 -0.072316 0.645297 -0.065234 -0.398001 0.440422 0.107338 0.938595 0.441381 -0.529020 -0.777466 0.136810 0.277841 -0.644894 0.891417
573 57.5449465313 0.433208 0.045797 -0.562717 -0.374934 0.828400 0.737647 -0.378411 0.110414 -0.374351 -0.625422 -0.672883 -0.254063 -0.323136 -0.356044 -0.888884 0.832585 0.427803 0.501199 0.857115 -0.811714 -0.741194 -0.269210 0.003980 0.417130 -0.849412 -0.111699 0.995493 0.395462 0.550053 -0.130187 0.362963 0.548159
3694 60.5135164214 -0.218339 -0.533168 -0.316631 0.260880 -0.041898 -0.687657 0.010740 -0.328821 0.657492 -0.871440 0.379229 0.387625 -0.764447 0.512588 0.457660 -0.594568 -0.412030 0.253427 0.479130 0.183615 0.171579 0.647402 -0.135672 -0.948191 -0.857052 0.351785 0.483427 0.862461 0.862559 -0.905001 0.675057 -0.467448
3929 250.1462687559 -0.550946 -0.911230 -0.352590 -0.229353 0.487330 -0.448297 -0.253213 -0.711693 0.795824 -0.630928 0.959117 0.305807 -0.329798 0.708297 -0.995409 -0.884490 -0.603755 0.958959 0.436698 -0.093437 0.417643 0.928001 -0.921459 0.432669 -0.495126 -0.096110 0.979960 -0.519842 -0.120640 0.520329 -0.655943 0.575356
4559 305.9125389399 -0.975742 -0.392397 -0.172136 -0.507318 0.497284 0.427962 0.685897 -0.996948 -0.066341 0.221191 0.627503 -0.417178 -0.359987 0.538017 -0.748156 -0.707122 -0.205787 0.108988 -0.319423 -0.595429 -0.481970 -0.132267 -0.503027 -0.424747 -0.030942 0.904083 -0.849079 -0.382471 0.920492 -0.440256 -0.474950 -0.810054
20000 -448.6769892329 -0.971132 0.937171 0.646441 0.158313 0.392203 -0.858213 0.673390 -0.759391 -0.941809 -0.697069 -0.885470 -0.008651 0.164271 0.207570 0.036211 0.187116 -0.161091 -0.266318 -0.872867 -0.525313 0.609675 -0.200657 0.626481 -0.898540 -0.152806 -0.954713 0.587722 -0.709698 0.288649 -0.219067 -0.680627 0.143932
