evaluations raw_y x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31
1 -328.6916848714 -0.387536 -0.469873 -0.607880 -0.138957 -0.953773 -0.608436 -0.294389 -0.553516 0.227044 0.160914 0.707135 -0.917739 -0.023651 0.841652 -0.781796 -0.177887 -0.059746 -0.745407 0.964710 -0.959368 0.410972 0.931018 -0.294509 0.211790 -0.565239 0.983939 0.338359 0.386079 -0.649058 0.660898 -0.507624 0.208391
24 -268.3121815401 -0.490283 -0.472478 -0.566950 -0.119685 -1.000000 -0.652050 -0.397765 -0.432257 0.216436 0.043524 0.670401 -0.988534 -0.033806 0.800063 -0.720465 -0.153153 -0.255245 -0.723392 0.836164 -1.000000 0.305961 0.863816 -0.203161 0.311651 -0.509161 1.000000 0.316707 0.292334 -0.600712 0.617804 -0.705236 0.054640
156 -265.0635027740 -0.436494 -0.499120 -0.506064 -0.140599 -1.000000 -0.644696 -0.338171 -0.374830 0.184466 0.028280 0.659526 -1.000000 -0.067855 0.866462 -0.663998 0.036491 -0.290490 -0.769499 0.818071 -0.978252 0.360193 0.950715 -0.128904 0.364214 -0.411042 1.000000 0.419182 0.415487 -0.556198 0.630399 -0.665378 0.117340
254 -262.8488988522 -0.359101 -0.453456 -0.501652 -0.069873 -1.000000 -0.639526 -0.429694 -0.357707 0.146285 0.056461 0.616078 -0.949346 -0.102993 0.868820 -0.667523 0.060903 -0.336613 -0.702876 0.703605 -0.961536 0.461096 0.784573 -0.209237 0.331357 -0.381053 1.000000 0.415524 0.429572 -0.526441 0.648558 -0.636559 0.094983
433 -222.8861573799 -0.312894 -0.458069 -0.522214 -0.106831 -1.000000 -0.551720 -0.482280 -0.286277 0.139536 0.116807 0.724865 -0.990099 -0.057723 0.880191 -0.676047 0.048822 -0.401144 -0.732370 0.635077 -0.883923 0.443695 0.719572 -0.162530 0.335246 -0.405718 0.934199 0.427686 0.390096 -0.474892 0.688751 -0.685141 0.117874
475 -149.3968464517 -0.345064 -0.392938 -0.529473 -0.044010 -0.971691 -0.390003 -0.470304 -0.252123 0.134232 0.097277 0.690326 -1.000000 -0.038327 0.924259 -0.645553 0.101549 -0.454393 -0.667640 0.655517 -0.827817 0.388860 0.642275 -0.141740 0.252805 -0.416826 0.967892 0.432194 0.388278 -0.554190 0.648014 -0.667600 0.107393
783 -93.4257642725 -0.435573 -0.219822 -0.439661 0.000883 -1.000000 -0.425213 -0.473926 -0.282572 0.151917 0.259622 0.658528 -0.981836 -0.029247 0.793428 -0.618433 0.250075 -0.478793 -0.719238 0.621672 -0.884775 0.480270 0.602018 -0.270298 0.289387 -0.318534 1.000000 0.459629 0.368940 -0.524672 0.518547 -0.620941 0.131831
824 15.0797706291 -0.584367 -0.286044 -0.500765 0.053001 -1.000000 -0.521542 -0.385941 -0.331331 0.028000 0.452112 0.626409 -0.997316 -0.066512 0.656844 -0.536098 0.376937 -0.605145 -0.761705 0.669863 -0.786094 0.425719 0.551109 -0.226412 0.323913 -0.148427 0.993712 0.370494 0.502305 -0.502798 0.602078 -0.609693 0.140352
887 240.3436408861 -0.693048 -0.284446 -0.657306 0.079198 -1.000000 -0.524085 -0.388984 -0.423433 0.154332 0.304968 0.793183 -0.949320 -0.245830 0.701919 -0.593637 0.247120 -0.501030 -0.729982 0.709984 -0.817958 0.449644 0.655359 -0.193008 0.364465 0.053941 1.000000 0.248529 0.457948 -0.410110 0.440198 -0.610967 0.025810
1776 281.0809677786 -0.646036 -0.162735 -0.696951 0.132071 -1.000000 -0.413531 -0.265440 -0.514839 0.223678 0.288271 0.812488 -0.865005 -0.344174 0.601289 -0.528349 0.365044 -0.477642 -0.676178 0.618267 -0.806808 0.468200 0.580315 -0.143075 0.470121 0.071556 0.904740 0.228079 0.339698 -0.376990 0.350454 -0.698179 0.067642
1999 -545.6922727301 -0.527456 -0.094193 -0.794812 0.115460 -0.973110 -0.169319 -0.418093 -0.667715 0.246988 0.382796 0.846127 -0.865688 -0.464563 0.754380 -0.612271 0.216208 -0.482337 -0.600928 0.717092 -0.922580 0.272079 0.445737 -0.307344 0.427935 -0.084091 0.980072 0.380836 0.240041 -0.412208 0.499823 -0.487715 0.129002
