evaluations raw_y x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31
1 -161.4324913002 0.311362 -0.228519 0.253024 -0.775634 0.616056 -0.044226 0.253076 0.500853 0.984775 0.394826 -0.895291 -0.177992 -0.882996 0.328019 -0.129043 0.607012 -0.734911 -0.751302 0.565710 -0.013020 -0.568758 0.479133 0.343441 -0.064802 -0.706584 -0.442820 -0.832317 -0.874655 -0.695238 -0.827426 -0.894361 0.324560
5 -142.2542941529 0.421996 -0.240939 0.242931 -0.921291 0.649866 -0.148540 0.203439 0.561693 0.808841 0.447930 -0.943866 -0.040072 -0.803569 0.135496 -0.220095 0.714962 -0.701040 -0.799913 0.449370 0.060357 -0.491975 0.396278 0.355645 -0.112883 -0.690255 -0.370276 -0.801145 -0.900312 -0.585042 -0.801993 -1.000000 0.342816
6 -116.1033724397 0.413459 0.007700 0.401924 -0.909111 0.816686 -0.027944 -0.031950 0.599319 1.000000 0.219740 -1.000000 0.116684 -1.000000 -0.270091 -0.208503 0.497913 -0.699942 -0.867034 0.472024 0.251681 -0.615202 0.181685 0.298099 -0.277837 -0.778592 -0.341519 -0.525879 -1.000000 -0.301574 -0.569998 -0.883588 0.386891
13 -107.5371913839 0.110128 0.078801 0.536674 -0.737855 0.809438 0.105029 0.137736 0.684128 1.000000 0.066171 -1.000000 0.147313 -1.000000 -0.322049 -0.330811 0.640710 -0.539988 -0.770598 0.661095 0.274365 -0.664461 -0.066240 0.272680 -0.253832 -0.673601 -0.196737 -0.501170 -1.000000 -0.377910 -0.213605 -1.000000 0.259746
30 -100.2688382411 0.111910 0.099420 0.538807 -1.000000 0.927124 0.461050 0.063171 0.645362 0.690747 0.239354 -1.000000 0.525171 -1.000000 -0.204957 -0.465464 0.372620 -0.505018 -0.956169 0.470120 0.302471 -0.326352 0.164929 0.733836 -0.255267 -0.594155 -0.254154 -0.436164 -0.698697 -0.414992 -0.312246 -1.000000 0.283161
46 -89.7467598099 0.189386 0.203319 0.430117 -0.864220 0.689954 0.430043 -0.098928 0.871116 0.714574 0.351336 -0.915344 0.398820 -0.861103 -0.130746 -0.337138 0.221673 -0.402885 -1.000000 0.411632 0.190961 -0.457555 -0.118341 0.812637 -0.276438 -0.833650 -0.082709 0.027913 -0.770478 -0.470350 0.310782 -1.000000 0.125301
72 72.7339368260 0.179752 0.399449 0.589329 -0.829763 0.770859 0.769794 -0.069458 1.000000 0.502869 0.472927 -0.924082 0.590468 -1.000000 0.079221 -0.303483 0.322653 -0.360281 -0.953519 0.581183 0.149628 -0.321773 -0.266946 0.463004 -0.214533 -0.860013 -0.144259 0.192318 -0.919465 -0.351010 0.444427 -0.848455 0.231363
919 167.7084488003 -0.014144 0.348505 0.434491 -0.833749 0.681874 0.951313 0.126065 1.000000 0.705291 0.609747 -0.831862 0.543700 -1.000000 -0.064602 -0.325487 0.385700 -0.532715 -1.000000 0.671365 0.172130 -0.501959 -0.174432 0.409544 -0.249637 -0.834638 -0.122242 0.207477 -1.000000 -0.228167 0.606393 -0.964147 0.156942
4672 220.6425798881 0.105403 0.241852 0.284058 -0.645193 0.976740 1.000000 0.103246 0.877415 0.679266 0.678070 -0.975068 0.466643 -1.000000 -0.171648 -0.104587 0.156643 -0.640118 -0.707241 0.756350 0.297181 -0.567576 -0.333849 0.280762 -0.391433 -0.996677 -0.276473 0.196824 -0.571588 -0.165804 0.492565 -1.000000 0.183943
4778 241.7031423677 0.178461 0.214821 0.156372 -0.357443 1.000000 0.555971 0.234273 0.397862 0.663565 0.956040 -0.863640 0.592668 -0.847034 -0.219693 0.020129 0.140309 -0.653646 -0.700986 0.691924 0.531110 -0.329247 0.068362 -0.040789 -0.353659 -1.000000 -0.366779 0.223251 -0.585970 -0.107068 1.000000 -1.000000 -0.000365
12244 250.8994414079 0.223828 0.150548 0.644195 -0.430767 1.000000 0.419479 0.551491 0.789800 0.700990 0.740708 -0.705363 0.395434 -0.296914 0.413611 -0.146273 0.255127 -0.790422 -0.910059 0.766171 0.573161 -0.189878 -0.123133 0.816294 0.269339 -1.000000 -0.279126 -0.187695 -0.831615 -0.426293 1.000000 -1.000000 -0.031174
16256 277.8516057971 0.302063 -0.158748 0.364597 -0.248008 1.000000 0.273157 0.550469 0.805640 0.523815 1.000000 -0.638952 0.163076 -0.751715 0.506320 -0.293528 -0.058252 -0.565964 -1.000000 0.964822 0.087783 0.386155 -0.309984 0.607250 0.099441 -1.000000 -0.098730 -0.051237 -0.648792 -0.872244 1.000000 -1.000000 -0.509764
39999 -98.2109693426 0.012465 -0.321202 0.211800 -0.457968 1.000000 0.631799 0.290010 1.000000 0.211556 1.000000 0.155675 -0.100754 -0.241906 0.205476 -0.212930 0.641062 -0.445853 -0.610295 0.821257 0.396873 0.765743 0.226766 1.000000 -0.125629 -0.347381 0.177268 -0.389744 -1.000000 -0.355570 1.000000 -1.000000 -0.544682
