evaluations raw_y x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31
1 -189.1189608965 0.915985 -0.050688 -0.718474 0.484125 0.479257 0.148545 -0.486755 -0.550012 0.564410 -0.107999 -0.432432 -0.964980 -0.479662 0.999776 0.653447 0.304375 0.477853 0.081104 -0.561861 -0.503081 0.728613 -0.328912 0.406775 -0.887838 0.821180 0.026855 0.428597 -0.010051 -0.772834 -0.284098 0.013529 0.183170
2 -170.2671331848 0.883003 -0.165699 -0.588041 0.544517 0.513461 0.196598 -0.531907 -0.469959 0.617447 -0.055075 -0.361412 -1.000000 -0.340046 0.921624 0.586152 0.126139 0.407420 -0.022054 -0.504288 -0.500577 0.759539 -0.313352 0.461601 -1.000000 0.781999 -0.021241 0.443050 -0.118974 -0.612114 -0.313858 0.057469 0.184273
3 -139.7511579446 0.903656 -0.262545 -0.594153 0.535231 0.545636 0.246005 -0.610589 -0.447174 0.743119 0.043340 -0.519484 -0.802514 -0.188567 0.816338 0.660118 0.158628 0.319143 -0.202915 -0.611266 -0.374988 0.725017 -0.390806 0.393324 -0.905271 0.664908 0.004797 0.457271 -0.127149 -0.615923 -0.323257 0.087338 0.175456
5 -129.5984404532 0.752188 -0.090736 -0.631949 0.548440 0.612493 0.120579 -0.664035 -0.514726 0.625645 -0.082757 -0.610378 -0.747441 -0.227988 0.806139 0.523449 -0.023804 0.345240 -0.207078 -0.457668 -0.371142 0.591267 -0.343901 0.415484 -0.896150 0.702210 0.031025 0.324573 -0.049308 -0.629318 -0.328987 0.041505 0.148096
7 -114.3304631351 0.880106 -0.033123 -0.694039 0.348567 0.628698 0.185700 -0.649261 -0.585229 0.614090 -0.220450 -0.693463 -0.719857 -0.261522 0.629978 0.369616 0.088255 0.219922 -0.217136 -0.471977 -0.363637 0.636490 -0.418338 0.480632 -0.911191 0.692310 0.034413 0.314077 0.035339 -0.629355 -0.435378 0.048526 0.332234
19 -105.3819490606 0.832787 -0.016424 -0.699156 0.280210 0.662894 0.392680 -0.667194 -0.581802 0.719715 -0.212286 -0.759728 -0.631668 -0.172886 0.466520 0.340610 0.020248 0.083032 -0.231797 -0.332266 -0.343606 0.459282 -0.430120 0.441000 -0.882337 0.774867 0.085904 0.262456 -0.039451 -0.608155 -0.444623 0.157944 0.362145
27 -100.8548423363 0.749847 0.061305 -0.587711 0.113689 0.565959 0.540072 -0.760898 -0.490675 0.540193 -0.239948 -0.683230 -0.665270 -0.187100 0.128431 0.387621 0.043557 0.003538 -0.495888 -0.181942 -0.369527 0.543614 -0.388968 0.328541 -0.729370 0.841570 0.077838 0.211550 -0.161753 -0.635759 -0.198409 0.155883 0.146821
29 -97.6391666019 0.755120 0.109735 -0.642011 0.244872 0.664283 0.739901 -0.930894 -0.613149 0.446620 -0.253038 -0.825821 -0.635233 -0.340993 0.228011 0.337659 0.003852 0.009332 -0.528161 -0.344885 -0.319002 0.554728 -0.397262 0.225197 -0.509132 0.628029 -0.010578 0.072373 -0.110630 -0.415429 -0.236138 0.100152 0.119245
35 -19.2535355618 0.596203 0.149375 -0.574820 0.483371 0.654192 0.738792 -0.904275 -0.640340 0.532239 -0.196428 -0.877020 -0.721926 -0.347154 0.198620 0.268470 0.007091 -0.034236 -0.611238 -0.421696 -0.348009 0.734605 -0.637930 0.271553 -0.290311 0.437427 0.139266 0.036787 -0.170730 -0.468176 -0.144185 -0.112397 0.274596
58 -11.1719617762 0.789442 0.089794 -0.555422 0.600683 0.634132 0.760967 -0.743640 -0.667180 0.467826 -0.115265 -0.900987 -0.768784 -0.326132 0.237317 0.312896 0.115081 0.051943 -0.694880 -0.332476 -0.203699 0.611536 -0.497140 0.328664 -0.586051 0.398461 0.321243 0.100721 -0.038057 -0.484265 -0.112902 -0.310308 0.429324
62 36.1617586915 0.841143 0.158022 -0.442080 0.593790 0.566347 0.538781 -0.590230 -0.731846 0.608486 0.062242 -1.000000 -0.657084 -0.344993 0.279491 0.226021 0.178580 -0.074013 -0.700050 -0.271402 -0.033260 0.567018 -0.522665 0.384981 -0.657293 0.388969 0.357292 0.149522 -0.086459 -0.658899 -0.158741 -0.303244 0.445653
226 38.5727639302 0.806415 0.194619 -0.471867 0.577449 0.572249 0.545527 -0.590329 -0.712375 0.642240 0.093893 -1.000000 -0.628834 -0.354853 0.276950 0.214802 0.163879 -0.080320 -0.688543 -0.281517 -0.054273 0.594929 -0.516610 0.315810 -0.651718 0.381565 0.344868 0.171834 -0.106264 -0.631486 -0.150727 -0.319226 0.445041
744 47.3881111440 0.805976 0.194812 -0.471669 0.578169 0.572326 0.545542 -0.590373 -0.712137 0.642315 0.093966 -0.999264 -0.628737 -0.354725 0.276500 0.214192 0.164571 -0.079738 -0.687965 -0.281645 -0.054081 0.594822 -0.516033 0.315551 -0.651424 0.381597 0.344452 0.171561 -0.106175 -0.631437 -0.150975 -0.319298 0.445203
1000 -152.8215556701 0.805989 0.194762 -0.471753 0.578169 0.572329 0.545555 -0.590355 -0.712139 0.642292 0.093912 -0.999296 -0.628680 -0.354727 0.276618 0.214175 0.164637 -0.079796 -0.688005 -0.281596 -0.054120 0.594758 -0.516043 0.315571 -0.651439 0.381600 0.344497 0.171521 -0.106119 -0.631368 -0.150946 -0.319265 0.445244
