evaluations raw_y x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31
1 -159.2919929788 0.682443 0.846924 0.810892 -0.581873 0.487777 0.670529 -0.368605 0.157908 0.351327 -0.312662 -0.666788 0.634365 0.933186 0.534121 0.266688 -0.316084 0.063907 0.182215 -0.282401 -0.186929 0.251858 0.552937 0.183004 0.982899 0.407742 -0.860706 0.753343 -0.815456 0.672293 -0.234048 -0.382993 -0.162653
5 -137.7998719421 0.810357 1.000000 0.871516 -0.550063 0.450223 0.678995 -0.309011 0.173415 0.453927 -0.290201 -0.487904 0.766947 0.932073 0.372675 0.287261 -0.255520 0.017072 0.103957 -0.238735 -0.215432 0.127253 0.384043 0.309367 1.000000 0.441792 -0.773267 0.752220 -0.831741 0.709287 -0.271002 -0.389487 -0.254579
26 -101.6453556826 0.824690 0.946446 0.921876 -0.639937 0.502342 0.604336 -0.407905 0.089107 0.302478 -0.314234 -0.629767 0.672845 0.956837 0.463083 0.348648 -0.251520 0.129216 0.103065 -0.237582 -0.281049 0.106702 0.330223 0.403527 1.000000 0.478775 -0.892942 0.673957 -0.896158 0.821458 -0.426309 -0.444798 -0.309617
35 -87.9375080078 0.835996 0.892676 1.000000 -0.703811 0.502698 0.598731 -0.367329 -0.032461 0.341716 -0.352086 -0.668150 0.725202 0.894045 0.408138 0.240303 -0.239367 0.099134 -0.012275 -0.332602 -0.355103 0.185879 0.430285 0.420440 1.000000 0.473204 -0.882278 0.655657 -0.821231 0.866589 -0.487458 -0.335613 -0.321442
55 -35.1293558712 0.937969 0.952108 0.970572 -0.612199 0.488929 0.599210 -0.306816 -0.099200 0.430364 -0.278845 -0.773601 0.625555 0.914007 0.370815 0.231214 -0.299918 0.109881 -0.216256 -0.329751 -0.337007 0.216631 0.483567 0.560900 1.000000 0.615148 -0.817190 0.689418 -0.630769 0.847787 -0.426644 -0.379525 -0.424584
173 -9.6753957662 0.951089 0.947604 0.991676 -0.615148 0.551473 0.622078 -0.285672 -0.077751 0.433956 -0.283668 -0.799373 0.611293 0.911170 0.371319 0.254089 -0.331954 0.144932 -0.186800 -0.320225 -0.310801 0.228784 0.469760 0.598763 0.976715 0.608999 -0.821204 0.710767 -0.643165 0.839160 -0.445910 -0.341406 -0.456528
354 -5.6170389337 0.961806 0.941713 0.986832 -0.616732 0.553170 0.615865 -0.277269 -0.066529 0.424943 -0.277835 -0.796792 0.607033 0.912137 0.370187 0.255511 -0.336476 0.156461 -0.187138 -0.327107 -0.314613 0.234834 0.472871 0.592407 0.975935 0.614580 -0.827887 0.708090 -0.640448 0.841035 -0.447511 -0.340873 -0.459452
845 2.3413107472 0.961660 0.941652 0.986999 -0.616798 0.553238 0.616094 -0.277075 -0.066483 0.425009 -0.278017 -0.796694 0.607129 0.912049 0.370206 0.255337 -0.336444 0.156556 -0.187127 -0.327234 -0.314632 0.234616 0.472842 0.592572 0.976008 0.614589 -0.827893 0.707986 -0.640371 0.840837 -0.447608 -0.340822 -0.459372
872 3.1606984604 0.961540 0.941650 0.986979 -0.616844 0.553206 0.616023 -0.276859 -0.066609 0.425046 -0.277907 -0.796646 0.606956 0.912004 0.370302 0.255312 -0.336456 0.156540 -0.187086 -0.327246 -0.314633 0.234678 0.472755 0.592571 0.975790 0.614557 -0.827945 0.708024 -0.640349 0.840765 -0.447557 -0.340951 -0.459436
1014 4.1208149413 0.961541 0.941669 0.986977 -0.616851 0.553241 0.616008 -0.276898 -0.066625 0.425051 -0.277912 -0.796664 0.606989 0.912004 0.370261 0.255309 -0.336476 0.156575 -0.187101 -0.327275 -0.314616 0.234707 0.472755 0.592582 0.975760 0.614551 -0.827917 0.707970 -0.640346 0.840751 -0.447562 -0.340977 -0.459412
1042 15.9644530206 0.961559 0.941664 0.986945 -0.616846 0.553223 0.616007 -0.276857 -0.066623 0.425052 -0.277924 -0.796678 0.606987 0.912026 0.370239 0.255320 -0.336464 0.156568 -0.187098 -0.327282 -0.314613 0.234735 0.472753 0.592590 0.975751 0.614578 -0.827926 0.707951 -0.640321 0.840732 -0.447574 -0.341005 -0.459367
1131 64.4503772897 0.961557 0.941652 0.986942 -0.616851 0.553230 0.615991 -0.276852 -0.066607 0.425064 -0.277954 -0.796683 0.606976 0.912029 0.370235 0.255309 -0.336464 0.156583 -0.187101 -0.327290 -0.314619 0.234742 0.472758 0.592583 0.975734 0.614577 -0.827934 0.707934 -0.640315 0.840733 -0.447580 -0.341009 -0.459362
6127 296.3476600393 0.961557 0.941652 0.986942 -0.616851 0.553230 0.615991 -0.276852 -0.066607 0.425064 -0.277954 -0.796683 0.606976 0.912029 0.370235 0.255309 -0.336464 0.156583 -0.187101 -0.327290 -0.314619 0.234742 0.472758 0.592583 0.975734 0.614577 -0.827934 0.707934 -0.640315 0.840733 -0.447580 -0.341009 -0.459362
20000 -411.1367777191 0.961557 0.941652 0.986942 -0.616851 0.553230 0.615991 -0.276852 -0.066607 0.425064 -0.277954 -0.796683 0.606976 0.912029 0.370235 0.255309 -0.336464 0.156583 -0.187101 -0.327290 -0.314619 0.234742 0.472758 0.592583 0.975734 0.614577 -0.827934 0.707934 -0.640315 0.840733 -0.447580 -0.341009 -0.459362
