evaluations raw_y x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31
1 -776.6886930775 0.195612 -0.128132 -0.966260 0.193375 0.789956 0.069255 -0.988089 0.804359 0.509039 -0.655792 0.460058 -0.253750 -0.635374 -0.109318 -0.426266 -0.178438 -0.113165 -0.645789 -0.480558 -0.540853 -0.191122 0.019685 -0.171947 -0.403521 -0.068903 -0.132053 -0.528253 0.274125 -0.608270 0.987533 0.661340 0.848859
2 -94.3560802510 -0.430572 -0.226527 0.172070 -0.090301 0.682272 -0.362781 -0.109492 -0.402323 -0.330768 -0.492729 -0.097343 0.594172 -0.194273 -0.852785 0.458430 -0.205545 0.147448 -0.391290 -0.765637 -0.347263 -0.861972 0.225595 0.950601 0.387400 0.508384 0.734384 0.504576 -0.118712 0.674019 0.120606 0.529139 0.574269
32 -86.5129830926 -1.000000 0.655704 0.426731 -0.669739 0.358524 -0.362781 0.154325 -0.186925 -0.313198 -0.590335 0.035682 0.301796 -0.357364 0.254427 -0.680475 0.891968 -1.000000 -0.418474 -0.445414 -0.347263 0.630300 0.007622 0.434849 0.283226 0.508384 0.176362 1.000000 0.290747 -1.000000 -0.178264 0.529139 -0.705274
33 -64.7050744840 -1.000000 -0.903845 -0.457273 -0.795759 0.492186 0.390756 -0.653376 0.115911 -0.232288 -1.000000 -0.212498 0.988066 -0.885965 0.497978 -1.000000 -0.425137 -1.000000 -0.081809 -0.757460 -1.000000 -0.721594 -0.781276 0.840435 0.155722 -0.311551 0.205639 1.000000 0.693758 -0.235849 0.864517 1.000000 0.750041
69 -59.9376459990 1.000000 0.814437 -1.000000 -0.484221 0.446311 -1.000000 -0.322763 -0.499470 1.000000 -0.802891 -0.130792 -0.165160 1.000000 -1.000000 -1.000000 0.339171 -0.814227 0.225150 0.568538 0.757770 0.457856 -0.674579 -0.427537 0.484189 0.793102 0.306026 -0.102045 -0.817891 -0.333909 -0.073446 -0.312367 0.286126
134 -19.3820099090 -0.087618 0.856036 -0.691568 -0.420988 0.040059 0.004436 -1.000000 -1.000000 1.000000 -1.000000 -1.000000 1.000000 -0.508772 0.198382 -1.000000 -0.800939 -0.821714 0.959703 0.540146 -0.754681 -0.383641 -1.000000 -0.459988 -1.000000 0.384023 -0.072295 -0.738112 -0.057613 -1.000000 -1.000000 -0.375960 1.000000
146 50.5830630287 -0.529739 1.000000 1.000000 -1.000000 0.050361 -0.583281 0.321947 -0.347462 -0.933852 -0.555902 0.210032 0.022797 -0.345379 -0.642361 -0.492348 1.000000 -1.000000 -1.000000 -1.000000 -0.302437 0.458083 0.133923 -0.601493 0.126183 -0.257019 0.564740 1.000000 -0.438340 -0.952002 -1.000000 1.000000 -1.000000
729 235.7561714401 1.000000 1.000000 0.830062 -0.484221 0.446311 1.000000 -1.000000 -0.499470 1.000000 1.000000 0.991017 -0.165160 1.000000 1.000000 -1.000000 -1.000000 -0.814227 -1.000000 0.568538 0.303291 0.928088 -1.000000 -0.855377 0.203010 -1.000000 0.306026 -0.891022 -0.817891 -0.333909 -0.073446 -0.312367 0.286126
1204 279.5174621602 -0.345627 0.370597 -0.100361 -1.000000 0.648677 0.592531 -0.179638 1.000000 1.000000 0.015477 -1.000000 -0.454209 0.192880 -0.079414 -1.000000 1.000000 0.133387 -0.911039 1.000000 0.962061 -0.867972 -1.000000 1.000000 0.960270 -0.606189 -1.000000 -1.000000 -1.000000 1.000000 0.005081 0.600515 1.000000
2347 285.8235943002 -1.000000 -0.058967 0.077787 -1.000000 0.260565 -0.048031 0.322337 1.000000 0.326278 -0.073664 -1.000000 -0.323437 0.192880 -0.916865 -0.788146 0.232507 -1.000000 -0.897404 1.000000 1.000000 0.162549 -0.516181 1.000000 1.000000 -0.149639 -1.000000 -1.000000 -0.238803 0.959081 -0.190044 -0.664720 0.784332
