evaluations raw_y x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31
1 -1070.8528579663 -0.946541 0.585593 -0.495270 0.594532 -0.385570 0.124664 0.290608 0.016082 -0.201742 -0.480332 0.087069 -0.208842 0.595154 -0.229272 0.302077 -0.550916 -0.026675 -0.657993 -0.192770 0.304198 0.735077 -0.450206 0.675587 -0.829729 -0.701274 0.002370 0.752567 0.533195 0.577175 0.936814 0.482555 0.999201
2 -830.9363511674 -0.946541 0.585593 -0.495270 0.594532 -0.385570 0.124664 0.290608 0.016082 -0.201742 -0.480332 0.087069 -0.208842 0.595154 -0.229272 0.302077 -0.550916 -0.026675 -0.657993 -0.192770 0.304198 0.735077 -0.450206 0.675587 -0.829729 -0.701274 0.002370 0.752567 0.533195 0.577175 0.936814 0.482555 0.999201
3 -330.8019762383 -0.946541 0.585593 -0.495270 0.594532 -0.385570 0.124664 0.290608 0.016082 -0.201742 -0.480332 0.087069 -0.208842 0.595154 -0.229272 0.302077 -0.550916 -0.026675 -0.657993 -0.192770 0.304198 0.735077 -0.450206 0.675587 -0.829729 -0.701274 0.002370 0.752567 0.533195 0.577175 0.936814 0.482555 0.999201
20 -179.0081651108 -0.767534 0.562757 -0.628031 0.647166 -0.197749 0.199193 0.090995 -0.143719 -0.264648 -0.659157 0.094340 -0.214866 0.554629 -0.176373 0.260989 -0.523588 -0.129526 -0.733165 -0.143275 0.264899 0.669709 -0.447323 0.749575 -0.796978 -0.685357 0.042180 0.866963 0.443220 0.610794 0.966154 0.481008 1.000000
27 -113.5994299054 -0.748298 0.634274 -0.672770 0.522635 -0.264436 0.268231 -0.025430 -0.067371 -0.185814 -0.483393 0.220747 -0.304839 0.560647 -0.334281 0.274315 -0.593880 0.059494 -0.859938 -0.067932 0.289372 0.784376 -0.475569 0.887146 -0.589741 -0.556519 0.053494 0.857446 0.551835 0.619774 1.000000 0.530459 1.000000
33 -107.0671586888 -0.880913 0.936394 -0.749601 0.416790 -0.285047 0.227154 -0.035206 -0.177824 -0.122700 -0.149652 0.091744 -0.353646 0.533860 -0.598995 0.487647 -0.630751 0.221626 -0.750120 -0.084297 0.146173 0.784415 -0.505505 0.868691 -0.605018 -0.408434 0.281762 1.000000 0.505933 0.965672 1.000000 0.470962 0.948982
43 -21.7178454691 -0.739196 0.573173 -0.630476 0.563477 -0.455756 0.358019 0.025291 -0.018451 -0.120844 -0.365434 0.208679 -0.402343 0.389117 -0.543644 0.285237 -0.589325 0.074920 -1.000000 -0.066231 0.218449 0.791199 -0.283710 0.840671 -0.526439 -0.558877 -0.003906 1.000000 0.668160 0.565901 0.986351 0.518543 0.922354
279 -10.9536326395 -0.755572 0.536663 -0.810760 0.410408 -0.288502 0.364295 0.036927 -0.022871 -0.416027 -0.379035 0.334452 -0.310776 0.368384 -0.393207 0.470446 -0.601715 0.209957 -0.826559 -0.175949 0.183233 0.896094 -0.515076 0.880400 -0.473626 -0.543210 -0.180011 0.892883 0.618489 0.602817 1.000000 0.781769 0.879612
403 12.1965094733 -0.761610 0.413568 -0.969174 0.577207 -0.262946 0.476124 -0.004831 -0.209126 -0.402587 -0.436000 0.265190 -0.158306 0.798864 -0.063725 0.278697 -0.630745 0.194610 -0.809689 -0.088196 0.151218 0.856747 -0.660500 0.699083 -0.715902 -0.542560 -0.158766 1.000000 0.655233 0.592907 0.963578 0.884057 0.957085
427 51.5353457498 -0.866682 0.634241 -0.810645 0.351019 -0.156541 0.301593 0.078447 0.144735 -0.567685 -0.581035 0.289002 -0.089661 0.283724 -0.301663 0.514139 -0.517858 0.431500 -0.768343 -0.217561 0.236650 0.953257 -0.483587 0.884436 -0.463705 -0.467324 -0.203979 1.000000 0.530565 0.409417 0.854495 0.783236 0.807318
6010 -169.7554235899 -0.322489 -0.961592 0.256631 0.852986 -1.000000 -1.000000 -0.869706 0.370575 0.775126 0.583246 0.336092 -1.000000 1.000000 0.010108 0.156130 -0.579046 0.727123 -1.000000 -0.888509 0.740689 0.234952 -0.394229 -0.391853 0.500512 -0.735773 -1.000000 0.203522 0.291993 1.000000 1.000000 0.424369 1.000000
